M,48.893,37.172
L,101.47,36.949
L,103.338,37.009
L,105.202,37.094
L,107.059,37.226
L,108.904,37.43
L,110.735,37.73
L,113.747,38.487
L,116.684,39.552
L,119.52,40.896
L,122.234,42.493
L,124.8,44.316
L,127.137,46.285
L,129.3,48.43
L,131.277,50.741
L,133.056,53.206
L,134.623,55.814
L,136.074,58.795
L,137.248,61.901
L,138.132,65.102
L,138.713,68.366
L,138.977,71.665
L,138.928,74.772
L,138.601,77.862
L,138.007,80.917
L,137.161,83.919
L,136.074,86.847
L,134.626,89.937
L,132.914,92.887
L,130.943,95.664
L,128.72,98.237
L,126.251,100.577
L,123.996,102.339
L,121.595,103.902
L,119.071,105.254
L,116.448,106.382
L,113.749,107.274
L,111.385,107.851
L,108.989,108.282
L,106.57,108.602
L,104.136,108.85
L,101.693,109.06
L,48.67,109.06
L,48.893,37.172
M,49.005,145.116
L,101.358,145.005
L,103.214,145.089
L,105.064,145.202
L,106.901,145.374
L,108.719,145.633
L,110.512,146.009
L,112.975,146.773
L,115.36,147.796
L,117.652,149.052
L,119.836,150.512
L,121.898,152.149
L,123.874,153.99
L,125.685,155.98
L,127.312,158.11
L,128.735,160.37
L,129.935,162.753
L,130.997,165.557
L,131.758,168.468
L,132.222,171.45
L,132.395,174.469
L,132.279,177.488
L,131.936,180.155
L,131.371,182.777
L,130.586,185.338
L,129.585,187.823
L,128.372,190.214
L,126.955,192.488
L,125.342,194.631
L,123.544,196.619
L,121.574,198.428
L,119.442,200.037
L,117.713,201.119
L,115.91,202.071
L,114.044,202.896
L,112.129,203.594
L,110.177,204.167
L,108.697,204.518
L,107.207,204.814
L,105.709,205.068
L,104.204,205.294
L,102.698,205.507
L,48.893,205.06
L,49.005,145.116
M,0,0.447
L,0,240.781
L,124.13,240.893
L,126.408,240.858
L,128.68,240.792
L,130.941,240.666
L,133.184,240.449
L,135.405,240.112
L,139.065,239.224
L,142.64,237.972
L,146.127,236.416
L,149.521,234.616
L,152.819,232.633
L,155.764,230.686
L,158.606,228.622
L,161.326,226.426
L,163.906,224.084
L,166.326,221.581
L,168.561,218.923
L,170.618,216.112
L,172.495,213.168
L,174.19,210.11
L,175.702,206.958
L,176.944,203.955
L,178.023,200.894
L,178.939,197.784
L,179.692,194.631
L,180.279,191.442
L,180.761,187.621
L,181.011,183.776
L,181.032,179.921
L,180.824,176.071
L,180.391,172.242
L,179.77,168.632
L,178.947,165.065
L,177.921,161.55
L,176.69,158.097
L,175.256,154.716
L,173.791,151.752
L,172.152,148.881
L,170.33,146.13
L,168.316,143.527
L,166.102,141.098
L,164.075,139.201
L,161.917,137.448
L,159.645,135.84
L,157.276,134.377
L,154.828,133.06
L,152.587,132.004
L,150.307,131.042
L,147.998,130.15
L,145.669,129.305
L,143.33,128.484
L,145.403,127.968
L,147.472,127.436
L,149.531,126.871
L,151.575,126.259
L,153.6,125.581
L,156.791,124.334
L,159.901,122.881
L,162.911,121.227
L,165.803,119.372
L,168.558,117.321
L,171.135,115.098
L,173.549,112.7
L,175.791,110.139
L,177.851,107.433
L,179.721,104.595
L,181.616,101.212
L,183.263,97.7
L,184.678,94.082
L,185.874,90.382
L,186.865,86.623
L,187.739,82.414
L,188.384,78.168
L,188.804,73.895
L,189.003,69.604
L,188.986,65.302
L,188.755,61.029
L,188.299,56.773
L,187.601,52.556
L,186.645,48.397
L,185.414,44.316
L,184.077,40.761
L,182.523,37.29
L,180.768,33.912
L,178.824,30.633
L,176.707,27.46
L,174.489,24.481
L,172.12,21.625
L,169.598,18.908
L,166.923,16.345
L,164.093,13.953
L,161.519,12.031
L,158.838,10.258
L,156.06,8.642
L,153.195,7.191
L,150.251,5.916
L,146.834,4.688
L,143.345,3.673
L,139.801,2.847
L,136.218,2.189
L,132.614,1.674
L,129.226,1.302
L,125.835,1.013
L,122.44,0.789
L,119.044,0.607
L,115.647,0.447
L,0,0.447
